timestamp_ms,shunt_voltage_mV,bus_voltage_V,current_mA,power_mW,workload_state,status
4734,0.330000,5.087500,32.250,167.500,0,OK
4754,0.327500,5.088750,32.750,166.250,0,OK
4774,0.327500,5.088750,32.750,166.250,0,OK
4794,0.327500,5.090000,32.750,166.250,0,OK
4814,0.327500,5.088750,32.750,166.250,0,OK
4834,0.325000,5.088750,32.500,166.250,0,OK
4854,0.327500,5.088750,32.750,166.250,0,OK
4874,0.327500,5.088750,32.750,166.250,0,OK
4894,0.327500,5.090000,32.750,166.250,0,OK
4914,0.327500,5.090000,32.500,166.250,0,OK
4934,0.327500,5.085000,32.750,166.250,0,OK
4954,0.325000,5.090000,32.500,166.250,0,OK
4974,0.330000,5.088750,33.000,167.500,0,OK
4994,0.327500,5.088750,32.750,166.250,0,OK
5014,0.330000,5.088750,33.000,167.500,0,OK
5034,0.332500,5.088750,32.750,166.250,0,OK
5054,0.327500,5.091250,32.500,166.250,0,OK
5074,0.330000,5.090000,32.750,167.500,0,OK
5094,0.327500,5.088750,32.750,166.250,0,OK
5114,0.327500,5.087500,32.750,166.250,0,OK
5134,0.327500,5.088750,32.750,166.250,0,OK
5154,0.325000,5.088750,32.500,166.250,0,OK
5174,0.327500,5.090000,32.750,166.250,0,OK
5194,0.325000,5.090000,32.500,166.250,0,OK
5214,0.327500,5.090000,32.750,166.250,0,OK
5234,0.327500,5.090000,32.750,166.250,0,OK
5254,0.327500,5.090000,33.000,166.250,0,OK
5274,0.327500,5.088750,32.750,166.250,0,OK
5294,0.327500,5.088750,32.750,166.250,0,OK
5314,0.327500,5.090000,32.750,166.250,0,OK
5334,0.327500,5.088750,32.750,166.250,0,OK
5354,0.327500,5.090000,32.750,166.250,0,OK
5374,0.327500,5.090000,32.750,166.250,0,OK
5394,0.330000,5.090000,32.750,166.250,0,OK
5414,0.327500,5.090000,32.500,166.250,0,OK
5434,0.327500,5.088750,32.500,166.250,0,OK
5454,0.330000,5.083750,33.000,167.500,0,OK
5474,0.327500,5.090000,32.750,166.250,0,OK
5494,0.327500,5.090000,32.750,166.250,0,OK
5514,0.330000,5.088750,33.000,167.500,0,OK
5534,0.327500,5.090000,32.750,166.250,0,OK
5554,0.327500,5.090000,32.500,166.250,0,OK
5574,0.325000,5.088750,32.750,166.250,0,OK
5594,0.327500,5.090000,32.750,166.250,0,OK
5614,0.327500,5.090000,32.750,166.250,0,OK
5634,0.325000,5.086250,32.500,166.250,0,OK
5654,0.325000,5.090000,32.500,166.250,0,OK
5674,0.325000,5.091250,32.500,166.250,0,OK
5694,0.327500,5.088750,32.750,166.250,0,OK
5714,0.327500,5.090000,32.750,166.250,0,OK
5734,0.327500,5.088750,32.500,166.250,0,OK
5754,0.327500,5.088750,32.750,166.250,0,OK
5774,0.327500,5.088750,32.750,166.250,0,OK
5794,0.330000,5.083750,33.000,167.500,0,OK
5814,0.325000,5.088750,32.500,166.250,0,OK
5834,0.327500,5.088750,32.750,166.250,0,OK
5854,0.327500,5.088750,32.750,166.250,0,OK
5874,0.325000,5.090000,32.500,166.250,0,OK
5894,0.335000,5.090000,33.000,167.500,0,OK
5914,0.327500,5.090000,32.750,166.250,0,OK
5934,0.327500,5.090000,32.750,166.250,0,OK
5954,0.327500,5.088750,32.750,166.250,0,OK
5974,0.327500,5.086250,32.750,166.250,0,OK
5994,0.330000,5.090000,33.000,167.500,0,OK
6014,0.327500,5.088750,32.750,166.250,0,OK
6034,0.327500,5.090000,32.750,166.250,0,OK
6054,0.327500,5.088750,32.750,166.250,0,OK
6074,0.327500,5.088750,32.750,166.250,0,OK
6094,0.327500,5.090000,32.750,166.250,0,OK
6114,0.325000,5.090000,33.000,166.250,0,OK
6134,0.327500,5.090000,32.750,166.250,0,OK
6154,0.327500,5.087500,32.750,166.250,0,OK
6174,0.327500,5.090000,32.750,166.250,0,OK
6194,0.327500,5.091250,32.750,166.250,0,OK
6214,0.327500,5.088750,32.750,166.250,0,OK
6234,0.327500,5.088750,32.750,166.250,0,OK
6254,0.325000,5.088750,32.750,166.250,0,OK
6274,0.327500,5.090000,33.000,167.500,0,OK
6294,0.330000,5.090000,32.500,167.500,0,OK
6314,0.327500,5.086250,32.750,166.250,0,OK
6334,0.325000,5.088750,32.500,166.250,0,OK
6354,0.330000,5.090000,33.000,167.500,0,OK
6374,0.327500,5.088750,32.750,166.250,0,OK
6394,0.327500,5.090000,32.750,166.250,0,OK
6414,0.330000,5.090000,32.750,166.250,0,OK
6434,0.327500,5.088750,32.750,166.250,0,OK
6454,0.327500,5.088750,32.750,166.250,0,OK
6474,0.327500,5.090000,32.750,166.250,0,OK
6494,0.327500,5.086250,32.750,166.250,0,OK
6514,0.327500,5.088750,32.750,166.250,0,OK
6534,0.327500,5.088750,32.750,166.250,0,OK
6554,0.327500,5.090000,32.750,166.250,0,OK
6574,0.327500,5.090000,32.750,166.250,0,OK
6594,0.327500,5.090000,32.500,166.250,0,OK
6614,0.325000,5.088750,33.000,167.500,0,OK
6634,0.327500,5.090000,32.750,166.250,0,OK
6654,0.327500,5.083750,32.750,166.250,0,OK
6674,0.330000,5.088750,33.000,167.500,0,OK
6694,0.325000,5.091250,32.500,166.250,0,OK
6714,0.327500,5.088750,32.750,166.250,0,OK
6734,0.327500,5.090000,32.750,166.250,0,OK
6754,0.330000,5.088750,33.000,167.500,0,OK
6774,0.327500,5.090000,32.750,166.250,0,OK
6794,0.322500,5.091250,32.750,166.250,0,OK
6814,0.327500,5.090000,32.750,166.250,0,OK
6834,0.327500,5.086250,32.750,166.250,0,OK
6854,0.330000,5.090000,33.000,167.500,0,OK
6874,0.327500,5.090000,32.750,166.250,0,OK
6894,0.327500,5.088750,32.750,166.250,0,OK
6914,0.330000,5.091250,33.000,167.500,0,OK
6934,0.325000,5.088750,32.750,166.250,0,OK
6954,0.327500,5.090000,32.750,166.250,0,OK
6974,0.327500,5.088750,32.750,166.250,0,OK
6994,0.330000,5.088750,33.000,167.500,0,OK
7014,0.327500,5.088750,32.750,166.250,0,OK
7034,0.327500,5.090000,32.750,166.250,0,OK
7054,0.325000,5.088750,32.500,166.250,0,OK
7074,0.330000,5.088750,33.000,167.500,0,OK
7094,0.330000,5.088750,33.000,167.500,0,OK
7114,0.330000,5.090000,32.750,166.250,0,OK
7134,0.327500,5.088750,32.750,166.250,0,OK
7154,0.327500,5.088750,32.250,166.250,0,OK
7174,0.325000,5.083750,32.500,166.250,0,OK
7194,0.325000,5.088750,32.500,166.250,0,OK
7214,0.327500,5.090000,32.750,166.250,0,OK
7234,0.327500,5.090000,32.750,166.250,0,OK
7254,0.327500,5.090000,32.750,166.250,0,OK
7274,0.335000,5.090000,33.000,167.500,0,OK
7294,0.327500,5.090000,32.750,166.250,0,OK
7314,0.327500,5.088750,33.000,166.250,0,OK
7334,0.327500,5.090000,32.750,166.250,0,OK
7354,0.327500,5.086250,32.750,166.250,0,OK
7374,0.330000,5.090000,33.000,167.500,0,OK
